tip	date	distance	residual
Washington.USA/14.17/FH98/G|2017-04-06	2017.2602739726028	0.010272006662534857	-4.4554704733662867E-4
Washington.USA/5.17/FH104/G|2017-02-08	2017.1041095890412	0.010191006662534856	-4.6799077829679653E-4
Washington.USA/11.17/FH95/G|2017-03-15	2017.2	0.010194006662534855	-5.009463820932307E-4
Washington.USA/8.17/FH142/G|2017-02-22	2017.1424657534246	0.010271006662534856	-4.023730198153032E-4
Washington.USA/19.17/FH100/G|2017-05-11	2017.3561643835617	0.011022006662534854	2.6849734886704585E-4
Washington.USA/14.17/FH145/G|2017-04-06	2017.2602739726028	0.010416006662534852	-3.0154704733663384E-4
Washington.USA/9.17/FH16/G|2017-02-28	2017.158904109589	0.010344006662534853	-3.355368376090316E-4
Washington.USA/12.17/FH78/G|2017-03-24	2017.2246575342465	0.010222993337465139	-4.812054338533128E-4
Washington.USA/28.17/FH151/G|2017-07-12	2017.5260273972603	0.010908993337465141	9.179123992935842E-5
KM597072.1|2013-XX-XX	2013.5	0.01093599333746514	0.0016284129478946717
Wisconsin.USA/15.06/FH131/G|2006-04-XX	2006.2882420091325	0.006097993337465142	-5.054260165858124E-4
Iowa.USA/06/G|2006-XX-XX	2006.5	0.006069993337465142	-6.128279749694418E-4
Wisconsin.USA/28.06/FH159/G|2006-07-XX	2006.5375570776257	0.006376993337465144	-3.199105864564941E-4
Wisconsin.USA/41.06/FH153/G|2006-10-XX	2006.7896118721462	0.006687993337465142	-1.0342245929265137E-4
Wisconsin.USA/37.06/FH93/G|2006-09-XX	2006.7074200913244	0.006689993337465143	-7.060337032435866E-5
Wisconsin.USA/41.06/FH99/G|2006-10-XX	2006.7896118721462	0.006689993337465143	-1.014224592926511E-4
Wisconsin.USA/7.07/FH107/G|2007-02-XX	2007.126598173516	0.006592993337465141	-3.24780724062685E-4
Wisconsin.USA/11.07/FH108/G|2007-03-XX	2007.203310502283	0.006500993337465139	-4.455452070998116E-4
Wisconsin.USA/11.07/FH109/G|2007-03-XX	2007.203310502283	0.006502993337465141	-4.435452070998096E-4
Wisconsin.USA/7.07/FH154/G|2007-02-XX	2007.126598173516	0.00643599333746514	-4.817807240626859E-4
Ontario.CAN/37.09/G|2009-09-13	2009.6986301369864	0.007820993337465141	-6.120418732022057E-5
BritishColumbia.CAN/14.11/2/G|2011-04-03	2011.2520547945205	0.00860699333746514	1.4231503117841798E-4
Ontario.CAN/40.09/1/G|2009-09-28	2009.7397260273972	0.007886993337465141	-1.0613731804311188E-5
Ontario.CAN/38.09/2/G|2009-09-17	2009.7095890410958	0.00769199333746514	-1.943133991826676E-4
Ontario.CAN/50.09/1/G|2009-12-13	2009.9479452054795	0.00808399333746514	1.0831124280920659E-4
Ontario.CAN/50.09/3/G|2009-12-11	2009.9424657534246	0.00795499333746514	-1.863415125951534E-5
California.USA/40.11/G|2011-10-08	2011.7671232876712	0.00906899333746514	4.111820736435491E-4
NewJersey.USA/16.14/2/G|2014-04-28	2014.3205479452056	0.00992299333746514	3.077357096940951E-4
Indiana.USA/5.14/G|2014-01-31	2014.0821917808219	0.00966299333746514	1.371110677023321E-4
Wisconsin.USA/20.14/FH111/G|2014-05-XX	2014.3704337899544	0.009600993337465141	-3.296976513797456E-5
Wisconsin.USA/29.14/FH113/G|2014-07-XX	2014.5375570776257	0.009670993337465142	-2.563524604025369E-5
Wisconsin.USA/16.14/FH110/G|2014-04-XX	2014.2882420091325	0.00974199333746514	1.3884932383031665E-4
Wisconsin.USA/20.14/FH86/G|2014-05-XX	2014.3704337899544	0.00982199333746514	1.8803023486202441E-4
Wisconsin.USA/16.14/FH85/G|2014-04-XX	2014.2882420091325	0.00976999333746514	1.668493238303169E-4
Wisconsin.USA/24.14/FH112/G|2014-06-XX	2014.4553652968036	0.00967599333746514	1.0183842928147835E-5
NewYork.USA/10.14/2/G|2014-03-03	2014.1671232876713	0.00985899333746514	3.012646757683448E-4
NewYork.USA/10.14/3/G|2014-03-04	2014.1698630136987	0.00985899333746514	3.0023737280276096E-4
NewYork.USA.USA/51.14/G|2014-12-16	2014.9561643835616	0.00966599333746514	-1.8759857832757396E-4
NewYork.USA/8.14/G|2014-02-20	2014.13698630137	0.00966599333746514	1.1956500839009968E-4
